GROUP;bdate;year.bdate;bday.count;city.id;city.title;amount.city;country.id;country.title;deactivated;last_seen.platform;last_seen.time;online;online_app;online_mobile;sex
2;9.8.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;2.0;1546109093.0;0;;;1
2;1.2.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546109416.0;0;;;1
2;19.10.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546099516.0;0;;;1
2;4.10.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546102729.0;0;;;1
2;29.8.1986;1986;212;69.0;Kolomna;8;1.0;Russia;;1.0;1546109602.0;1;;1.0;1
2;28.3.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;1.0;1546099318.0;0;;;1
2;30.4.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546100156.0;0;;;1
2;30.4.1986;1986;212;1.0;Moscow;2185;1.0;Russia;;7.0;1546074236.0;0;;;2
2;30.7.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546016318.0;0;;;1
2;26.2.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;2.0;1546101468.0;0;;;1
2;5.12.1986;1986;212;6050.0;Kyshtym;2;1.0;Russia;;4.0;1546071591.0;0;;;1
2;1.11.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;2.0;1546109253.0;0;;;1
2;24.5.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;1.0;1546102831.0;0;;;1
2;23.8.1986;1986;212;8.0;Cherepovets;42;1.0;Russia;;4.0;1546099455.0;0;;;1
2;29.1.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;2.0;1546100403.0;0;;;1
2;29.7.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546109735.0;1;2274003;1.0;1
2;14.6.1986;1986;212;1.0;Moscow;2185;1.0;Russia;;2.0;1546004261.0;0;;;1
2;28.1.1986;1986;212;2.0;Saint Petersburg;2630;1.0;Russia;;4.0;1546105750.0;0;;;1
2;18.10.1986;1986;212;99.0;Novosibirsk;83;1.0;Russia;;7.0;1536579076.0;0;;;1
