GROUP;bdate;year.bdate;bday.count;city.id;city.title;amount.city;country.id;country.title;deactivated;last_seen.platform;last_seen.time;online;online_app;online_mobile;sex
3;8.1.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546089539.0;0;;;2
3;10.8.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546107034.0;0;;;1
3;23.9.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546105375.0;0;;;1
3;10.11.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546108795.0;0;;;1
3;18.7.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;7.0;1545942356.0;0;;;1
3;19.8.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546108959.0;0;;;1
3;31.12.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546109566.0;0;;;1
3;12.3.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546106260.0;0;;;1
3;28.7.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546103284.0;0;;;1
3;3.1.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546104332.0;0;;;1
3;22.5.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546098012.0;0;;;1
3;25.11.1983;1983;190;87.0;Murmansk;56;1.0;Russia;;7.0;1546094516.0;0;;;2
3;1.7.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546109803.0;1;3140623;1.0;1
3;23.10.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546109084.0;0;;;1
3;16.2.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546109716.0;0;;;1
3;21.6.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546108483.0;0;;;1
3;8.3.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546107953.0;0;;;1
3;4.10.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546105621.0;0;;;1
3;22.2.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546107318.0;0;;;1
3;8.3.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546098141.0;0;;;1
3;26.7.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546109876.0;1;3140623;1.0;1
3;18.7.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;2.0;1546083972.0;0;;;1
3;12.8.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;1.0;1546109653.0;0;;;1
3;8.8.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;4.0;1546109661.0;0;;;1
3;4.4.1983;1983;190;2.0;Saint Petersburg;4068;1.0;Russia;;7.0;1546109905.0;1;;;1
