GROUP;bdate;year.bdate;city.id;city.title;amount.city;country.id;country.title;deactivated;last_seen.platform;last_seen.time;online;online_app;online_mobile;sex
3;10.9.1987;1987;110.0;Perm;85;1.0;Russia;;4.0;1546078492.0;0;;;1
3;2.joulu;2018;110.0;Perm;85;1.0;Russia;;2.0;1546109130.0;0;;;1
3;7.touko;2018;110.0;Perm;85;1.0;Russia;;4.0;1546094814.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1546087251.0;0;;;2
3;27.touko;2018;110.0;Perm;85;1.0;Russia;;4.0;1546110004.0;1;2274003;1.0;1
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1545669139.0;0;;;1
3;29.4.1987;1987;110.0;Perm;85;1.0;Russia;;4.0;1546109849.0;1;2274003;1.0;1
3;28.4.1982;1982;110.0;Perm;85;1.0;Russia;;1.0;1546080593.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1546108015.0;0;;;1
3;27.5.1957;1957;110.0;Perm;85;1.0;Russia;;7.0;1543692025.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546062532.0;0;;;2
3;3.elo;2018;110.0;Perm;85;1.0;Russia;;4.0;1546108601.0;0;;;1
3;24.helmi;2018;110.0;Perm;85;1.0;Russia;;4.0;1546110060.0;1;2274003;1.0;1
3;1.tammi;2018;110.0;Perm;85;1.0;Russia;;4.0;1546106257.0;0;;;2
3;14.1.1988;1988;110.0;Perm;85;1.0;Russia;;4.0;1546109568.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1546085497.0;0;;;1
3;5.2.1988;1988;110.0;Perm;85;1.0;Russia;;1.0;1545423601.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546106856.0;0;;;1
3;24.tammi;2018;110.0;Perm;85;1.0;Russia;;7.0;1543408073.0;0;;;1
3;20.tammi;2018;110.0;Perm;85;1.0;Russia;;2.0;1546104097.0;0;;;1
3;25.9.2000;2000;110.0;Perm;85;1.0;Russia;;2.0;1546107314.0;0;;;1
3;4.kesä;2018;110.0;Perm;85;1.0;Russia;;1.0;1546104826.0;0;;;1
3;24.loka;2018;110.0;Perm;85;1.0;Russia;;7.0;1546109776.0;1;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546098600.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1450206204.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1546109775.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546106064.0;0;;;2
3;19.elo;2018;110.0;Perm;85;1.0;Russia;;7.0;1546105840.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1546035527.0;0;;;1
3;2.touko;2018;110.0;Perm;85;1.0;Russia;;1.0;1546066307.0;0;;;1
3;4.4.1991;1991;110.0;Perm;85;1.0;Russia;;7.0;1492106767.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546070273.0;0;;;1
3;20.maalis;2018;110.0;Perm;85;1.0;Russia;;7.0;1437678156.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1538305568.0;0;;;1
3;2.maalis;2018;110.0;Perm;85;1.0;Russia;;2.0;1546095065.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1546110055.0;1;3140623;1.0;2
3;13.syys;2018;110.0;Perm;85;1.0;Russia;;2.0;1546102882.0;0;;;1
3;19.6.1997;1997;110.0;Perm;85;1.0;Russia;;7.0;1375990047.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1546106504.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1546092740.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1467456807.0;0;;;2
3;27.6.1995;1995;110.0;Perm;85;1.0;Russia;;7.0;1375713514.0;0;;;2
3;4.6.1991;1991;110.0;Perm;85;1.0;Russia;;4.0;1546109467.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546106333.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1375095574.0;0;;;2
3;25.heinä;2018;110.0;Perm;85;1.0;Russia;;2.0;1546110022.0;1;3140623;1.0;2
3;24.6.1997;1997;110.0;Perm;85;1.0;Russia;;4.0;1546109207.0;0;;;2
3;21.elo;2018;110.0;Perm;85;1.0;Russia;;4.0;1545520863.0;0;;;1
3;14.maalis;2018;110.0;Perm;85;1.0;Russia;;4.0;1546102979.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;2.0;1442348452.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;4.0;1546107165.0;0;;;1
3;19.joulu;2018;110.0;Perm;85;1.0;Russia;;7.0;1546100773.0;0;;;2
3;28.marras;2018;110.0;Perm;85;1.0;Russia;;2.0;1546108771.0;0;;;1
3;1.12.1998;1998;110.0;Perm;85;1.0;Russia;;7.0;1374655157.0;0;;;2
3;24.4.1989;1989;110.0;Perm;85;1.0;Russia;;7.0;1546084613.0;0;;;1
3;9.marras;2018;110.0;Perm;85;1.0;Russia;;4.0;1546110065.0;1;2274003;1.0;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1445169539.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;1.0;1529068512.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1400648990.0;0;;;1
3;15.loka;2018;110.0;Perm;85;1.0;Russia;;7.0;1451833426.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1468314796.0;0;;;1
3;6.5.1986;1986;110.0;Perm;85;1.0;Russia;;4.0;1546110078.0;1;2274003;1.0;1
3;13.kesä;2018;110.0;Perm;85;1.0;Russia;;1.0;1538501791.0;0;;;1
3;2.huhti;2018;110.0;Perm;85;1.0;Russia;;7.0;1400662547.0;0;;;1
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1459852326.0;0;;;2
3;18.huhti;2018;110.0;Perm;85;1.0;Russia;;7.0;1388616067.0;0;;;2
3;17.touko;2018;110.0;Perm;85;1.0;Russia;;4.0;1398838494.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;1.0;1518150698.0;0;;;2
3;24.5.1968;1968;110.0;Perm;85;1.0;Russia;;4.0;1546013589.0;0;;;2
3;31.1.2000;2000;110.0;Perm;85;1.0;Russia;;1.0;1439068596.0;0;;;2
3;23.loka;2018;110.0;Perm;85;1.0;Russia;;4.0;1546109235.0;0;;;2
3;10.4.1927;1927;110.0;Perm;85;1.0;Russia;;7.0;1488817950.0;0;;;2
3;10.11.1996;1996;110.0;Perm;85;1.0;Russia;;1.0;1488141135.0;0;;;1
3;20.maalis;2018;110.0;Perm;85;1.0;Russia;;7.0;1546098448.0;0;;;2
3;19.heinä;2018;110.0;Perm;85;1.0;Russia;;7.0;1381577729.0;0;;;2
3;28.2.1982;1982;110.0;Perm;85;1.0;Russia;;7.0;1382960892.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1427723331.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;3.0;1495128032.0;0;;;2
3;8.5.1995;1995;110.0;Perm;85;1.0;Russia;;7.0;1391558549.0;0;;;1
3;20.5.1993;1993;110.0;Perm;85;1.0;Russia;;7.0;1406885821.0;0;;;2
3;;1900;110.0;Perm;85;1.0;Russia;;7.0;1520270571.0;0;;;2
3;24.helmi;2018;110.0;Perm;85;1.0;Russia;;7.0;1394911972.0;0;;;2
3;3.7.1981;1981;110.0;Perm;85;1.0;Russia;;7.0;1546101838.0;0;;;2
3;30.syys;2018;110.0;Perm;85;1.0;Russia;;2.0;1546107761.0;0;;;2
3;2.joulu;2018;110.0;Perm;85;1.0;Russia;;4.0;1546109392.0;0;;;1
3;20.6.1984;1984;292.0;Odessa;91;2.0;Ukraine;;7.0;1525949871.0;0;;;1
3;5.marras;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1475641802.0;0;;;2
3;18.kesä;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1546059536.0;0;;;1
3;9.9.1954;1954;292.0;Odessa;91;2.0;Ukraine;;1.0;1537798425.0;0;;;2
3;18.7.1998;1998;292.0;Odessa;91;2.0;Ukraine;;2.0;1546086283.0;0;;;1
3;30.4.1991;1991;292.0;Odessa;91;2.0;Ukraine;;4.0;1512141784.0;0;;;2
3;13.9.1983;1983;292.0;Odessa;91;2.0;Ukraine;;1.0;1523194078.0;0;;;2
3;30.10.1989;1989;292.0;Odessa;91;2.0;Ukraine;;7.0;1384744512.0;0;;;2
3;8.maalis;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1449671631.0;0;;;1
3;4.2.1999;1999;292.0;Odessa;91;2.0;Ukraine;;7.0;1545943834.0;0;;;2
3;12.marras;2018;292.0;Odessa;91;2.0;Ukraine;;2.0;1546092493.0;0;;;2
3;3.1.1995;1995;292.0;Odessa;91;2.0;Ukraine;;7.0;1545765582.0;0;;;2
3;13.5.1991;1991;292.0;Odessa;91;2.0;Ukraine;;4.0;1546103525.0;0;;;2
3;13.loka;2018;292.0;Odessa;91;2.0;Ukraine;;2.0;1545921160.0;0;;;1
3;;1900;292.0;Odessa;91;2.0;Ukraine;;1.0;1492544596.0;0;;;2
3;18.heinä;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1546109114.0;0;;;1
3;12.syys;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1543865503.0;0;;;2
3;18.maalis;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1503409282.0;0;;;1
3;27.10.1980;1980;292.0;Odessa;91;2.0;Ukraine;;1.0;1538233692.0;0;;;1
3;28.elo;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1546100333.0;0;;;2
3;25.5.1990;1990;292.0;Odessa;91;2.0;Ukraine;;7.0;1452690039.0;0;;;2
3;21.heinä;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1545929381.0;0;;;1
3;10.huhti;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1374612400.0;0;;;1
3;30.heinä;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1538387872.0;0;;;1
3;29.tammi;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1540110566.0;0;;;1
3;20.2.1989;1989;292.0;Odessa;91;2.0;Ukraine;;7.0;1498401277.0;0;;;1
3;10.heinä;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1545976196.0;0;;;2
3;17.loka;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1538235450.0;0;;;1
3;5.8.1986;1986;292.0;Odessa;91;2.0;Ukraine;;4.0;1530869414.0;0;;;2
3;31.maalis;2018;292.0;Odessa;91;2.0;Ukraine;;2.0;1536444321.0;0;;;1
3;1.5.2001;2001;292.0;Odessa;91;2.0;Ukraine;;7.0;1546101905.0;0;;;2
3;27.9.1991;1991;292.0;Odessa;91;2.0;Ukraine;;7.0;1423741812.0;0;;;2
3;29.1.1997;1997;292.0;Odessa;91;2.0;Ukraine;;7.0;1400671819.0;0;;;2
3;18.joulu;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1545672744.0;0;;;2
3;25.touko;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1400997581.0;0;;;2
3;30.tammi;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1545832393.0;0;;;2
3;26.kesä;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1394373311.0;0;;;1
3;4.loka;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1545731564.0;0;;;2
3;12.kesä;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1405597690.0;0;;;2
3;24.helmi;2018;292.0;Odessa;91;2.0;Ukraine;;1.0;1395215283.0;0;;;1
3;9.6.1988;1988;292.0;Odessa;91;2.0;Ukraine;;7.0;1416572907.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;7.0;1492367394.0;0;;;1
3;19.3.1995;1995;292.0;Odessa;91;2.0;Ukraine;;1.0;1545781332.0;0;;;1
3;13.4.1994;1994;292.0;Odessa;91;2.0;Ukraine;;5.0;1421921655.0;0;;;2
3;29.elo;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1393689211.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;1.0;1545329394.0;0;;;1
3;23.helmi;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1545332451.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;1.0;1539871579.0;0;;;2
3;8.6.1996;1996;292.0;Odessa;91;2.0;Ukraine;;1.0;1511646695.0;0;;;1
3;1.tammi;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1514521987.0;0;;;2
3;12.2.1987;1987;292.0;Odessa;91;2.0;Ukraine;;7.0;1487234392.0;0;;;2
3;6.5.1990;1990;292.0;Odessa;91;2.0;Ukraine;;7.0;1433454062.0;0;;;2
3;1.3.1997;1997;292.0;Odessa;91;2.0;Ukraine;;7.0;1546109682.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;4.0;1545807179.0;0;;;2
3;22.10.1995;1995;292.0;Odessa;91;2.0;Ukraine;;7.0;1546106113.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;7.0;1424968846.0;0;;;2
3;11.12.1998;1998;292.0;Odessa;91;2.0;Ukraine;;4.0;1529582244.0;0;;;2
3;;1900;292.0;Odessa;91;2.0;Ukraine;;1.0;1541104954.0;0;;;2
3;4.4.1990;1990;292.0;Odessa;91;2.0;Ukraine;;7.0;1383329210.0;0;;;2
3;20.7.1982;1982;292.0;Odessa;91;2.0;Ukraine;;7.0;1450121299.0;0;;;1
3;28.2.1998;1998;292.0;Odessa;91;2.0;Ukraine;;1.0;1545671586.0;0;;;2
3;6.7.1999;1999;292.0;Odessa;91;2.0;Ukraine;;4.0;1476167611.0;0;;;2
3;9.tammi;2018;292.0;Odessa;91;2.0;Ukraine;;4.0;1537595165.0;0;;;1
3;7.6.1999;1999;292.0;Odessa;91;2.0;Ukraine;;7.0;1375653999.0;0;;;2
3;7.11.1994;1994;292.0;Odessa;91;2.0;Ukraine;;7.0;1386666250.0;0;;;2
3;8.3.1995;1995;292.0;Odessa;91;2.0;Ukraine;;7.0;1374510215.0;0;;;1
3;4.2.1997;1997;292.0;Odessa;91;2.0;Ukraine;;7.0;1384269611.0;0;;;2
3;12.maalis;2018;292.0;Odessa;91;2.0;Ukraine;;7.0;1374693787.0;0;;;1
3;3.5.1988;1988;292.0;Odessa;91;2.0;Ukraine;;7.0;1375105924.0;0;;;2
3;23.1.1996;1996;292.0;Odessa;91;2.0;Ukraine;;7.0;1439556913.0;0;;;2
